epoch,accuracy,loss,val_accuracy,val_loss
0,0.09927083551883698,2.3863728046417236,0.09041666984558105,2.3073506355285645
1,0.10822916775941849,2.342327833175659,0.10774999856948853,2.2894699573516846
0,0.10762500017881393,2.4300718307495117,0.11558333039283752,2.3147103786468506
1,0.11022916436195374,2.3419744968414307,0.1625833362340927,2.2815070152282715
0,0.09810416400432587,2.4280946254730225,0.10066666454076767,2.3198981285095215
1,0.10689583420753479,2.344799280166626,0.15950000286102295,2.289608955383301
0,0.09695833176374435,2.423912525177002,0.10275000333786011,2.311356544494629
1,0.10602083057165146,2.337049722671509,0.1990833282470703,2.288027286529541
0,0.11783333122730255,2.376793384552002,0.17991666495800018,2.2328546047210693
1,0.18687500059604645,2.22446608543396,0.39666667580604553,1.9982682466506958
0,0.14135417342185974,2.2953364849090576,0.24324999749660492,2.2629234790802
1,0.2342291623353958,2.24517822265625,0.36024999618530273,2.2168030738830566
0,0.538979172706604,1.3986098766326904,0.8730833530426025,0.6042026877403259
1,0.7805208563804626,0.751193106174469,0.9035000205039978,0.3680386245250702
0,0.1002708300948143,2.494187831878662,0.09950000047683716,2.358426332473755
1,0.10045833140611649,2.4517014026641846,0.09950000047683716,2.329604387283325
0,0.1353958398103714,2.2977030277252197,0.12383333593606949,2.2795464992523193
1,0.17647916078567505,2.2727787494659424,0.1784166693687439,2.259291887283325
0,0.6747083067893982,1.0805500745773315,0.9051666855812073,0.4026651680469513
1,0.848479151725769,0.551322340965271,0.9295833110809326,0.2664729952812195
0,0.6418333053588867,1.1553866863250732,0.8961666822433472,0.4327285587787628
1,0.8291875123977661,0.5855029821395874,0.9198333621025085,0.29618316888809204
0,0.10664582997560501,2.4593138694763184,0.09141666442155838,2.2762415409088135
1,0.12139583379030228,2.378979444503784,0.2150000035762787,2.2422986030578613
0,0.7694374918937683,0.8242447376251221,0.9199166893959045,0.29368749260902405
1,0.8949999809265137,0.38469141721725464,0.9396666884422302,0.20814579725265503
0,0.5429375171661377,1.4216927289962769,0.8824999928474426,0.5809341669082642
1,0.7897499799728394,0.7284775376319885,0.9084166884422302,0.354167640209198
0,0.10166666656732559,2.350468158721924,0.10599999874830246,2.3042683601379395
1,0.10106249898672104,2.3205790519714355,0.10599999874830246,2.3052284717559814
0,0.7678541541099548,0.8253033757209778,0.9190000295639038,0.2952674627304077
1,0.8950625061988831,0.38946667313575745,0.9420833587646484,0.20557576417922974
0,0.1002083346247673,2.4693682193756104,0.08974999934434891,2.330669641494751
1,0.10458333045244217,2.362001419067383,0.11400000005960464,2.293063163757324
0,0.11383333057165146,2.3762476444244385,0.1836666613817215,2.221924066543579
1,0.1835208386182785,2.224485397338867,0.3565833270549774,2.008592367172241
0,0.14235416054725647,2.2875161170959473,0.19175000488758087,2.258331537246704
1,0.2356041669845581,2.2418673038482666,0.5450833439826965,2.210411310195923
0,0.5350416898727417,1.4344972372055054,0.8827499747276306,0.6061808466911316
1,0.7837916612625122,0.7379971742630005,0.9116666913032532,0.35878345370292664
0,0.1029166653752327,2.5799853801727295,0.1080833300948143,2.399963855743408
1,0.101520836353302,2.485468626022339,0.1080833300948143,2.3421103954315186
0,0.11570833623409271,2.300614356994629,0.10649999976158142,2.288801670074463
1,0.15158332884311676,2.281989812850952,0.1510833352804184,2.269040584564209
0,0.6783333420753479,1.0772221088409424,0.9089999794960022,0.39527401328086853
1,0.8544166684150696,0.5378146767616272,0.9285833239555359,0.2573064863681793
0,0.6547291874885559,1.1237047910690308,0.8964166641235352,0.4214075207710266
1,0.8343333601951599,0.5665300488471985,0.9174166917800903,0.29661980271339417
0,0.10781250149011612,2.459730386734009,0.10599999874830246,2.2723636627197266
1,0.12331250309944153,2.3764164447784424,0.32616665959358215,2.2299723625183105
0,0.7675208449363708,0.8197976350784302,0.9199166893959045,0.2985142767429352
1,0.8944166898727417,0.38538333773612976,0.9409999847412109,0.2038995921611786
0,0.5322916507720947,1.421635627746582,0.8813333511352539,0.6148142218589783
1,0.7791875004768372,0.750080406665802,0.9088333249092102,0.36942601203918457
0,0.09922916442155838,2.3555541038513184,0.10599999874830246,2.3022308349609375
1,0.10518749803304672,2.320594310760498,0.10599999874830246,2.3040807247161865
0,0.77322918176651,0.8265345096588135,0.9204166531562805,0.2939930260181427
1,0.8968750238418579,0.3806242346763611,0.9424166679382324,0.2026056945323944
0,0.7836874723434448,0.7820413708686829,0.9225000143051147,0.28483206033706665
1,0.9052500128746033,0.35325703024864197,0.9437500238418579,0.19263620674610138
0,0.6556041836738586,1.1217321157455444,0.9035833477973938,0.4037112891674042
1,0.8439375162124634,0.5671894550323486,0.9258333444595337,0.2690378725528717
0,0.789104163646698,0.7754946351051331,0.9239166378974915,0.2789621651172638
1,0.9057083129882812,0.3544309437274933,0.9424999952316284,0.19842596352100372
0,0.7816666960716248,0.7935734987258911,0.9205833077430725,0.29118993878364563
1,0.9006875157356262,0.3623247742652893,0.9409166574478149,0.20413780212402344
0,0.7774583101272583,0.8024550676345825,0.921999990940094,0.2870948910713196
1,0.9049791693687439,0.35796505212783813,0.9460833072662354,0.19496746361255646
0,0.7832916378974915,0.7944803833961487,0.9245833158493042,0.27522438764572144
1,0.9072083234786987,0.34701061248779297,0.9436666369438171,0.19158156216144562
0,0.7866874933242798,0.7750107645988464,0.9252499938011169,0.28154024481773376
1,0.9031875133514404,0.35829827189445496,0.9424999952316284,0.19922414422035217
0,0.7870208621025085,0.7697253227233887,0.9244166612625122,0.27934592962265015
1,0.9046666622161865,0.3505644202232361,0.9444166421890259,0.1953357607126236
0,0.09852083027362823,2.302558183670044,0.09950000047683716,2.3025946617126465
1,0.09852083027362823,2.302558183670044,0.09950000047683716,2.3025946617126465
0,0.10402083396911621,2.449124574661255,0.10374999791383743,2.3244895935058594
1,0.10735416412353516,2.3395259380340576,0.11783333122730255,2.2861955165863037
0,0.11897916346788406,2.374007225036621,0.10350000113248825,2.247028112411499
1,0.18972916901111603,2.219007730484009,0.4596666693687439,1.9835395812988281
0,0.14654166996479034,2.2868459224700928,0.14791665971279144,2.254899024963379
1,0.24254167079925537,2.2369368076324463,0.4399999976158142,2.204545021057129
0,0.5277291536331177,1.4628695249557495,0.8827499747276306,0.6023661494255066
1,0.7795624732971191,0.7479153871536255,0.9120000004768372,0.3582581877708435
0,0.10041666775941849,2.513204574584961,0.09566666930913925,2.3635308742523193
1,0.09820833057165146,2.460566759109497,0.08608333021402359,2.331164598464966
0,0.12041666358709335,2.305920362472534,0.148416668176651,2.2865545749664307
1,0.1548333317041397,2.279832363128662,0.11574999988079071,2.26721453666687
0,0.6628958582878113,1.1063810586929321,0.9058333039283752,0.39362025260925293
1,0.851395845413208,0.5427523851394653,0.9279999732971191,0.2577894628047943
0,0.6538958549499512,1.1339457035064697,0.8974166512489319,0.42925354838371277
1,0.8351874947547913,0.5764623284339905,0.9194166660308838,0.2901313006877899
0,0.10856249928474426,2.4621050357818604,0.13066667318344116,2.2687244415283203
1,0.12193749845027924,2.3767471313476562,0.36250001192092896,2.218154191970825
0,0.768875002861023,0.8287640810012817,0.918833315372467,0.2947630286216736
1,0.8938124775886536,0.3864661455154419,0.940750002861023,0.20590974390506744
0,0.5483124852180481,1.4146106243133545,0.8812500238418579,0.5892151594161987
1,0.7868124842643738,0.7275558114051819,0.9087499976158142,0.35526612401008606
0,0.09735416620969772,2.354886531829834,0.10599999874830246,2.3032493591308594
1,0.10270833224058151,2.318755626678467,0.10599999874830246,2.303898334503174
0,0.7630624771118164,0.8325262069702148,0.9194999933242798,0.29493340849876404
1,0.8957499861717224,0.38657426834106445,0.9424999952316284,0.20391309261322021
0,0.7869791388511658,0.770043134689331,0.9195833206176758,0.28475478291511536
1,0.9058541655540466,0.3531232476234436,0.9454166889190674,0.19447462260723114
0,0.6535833477973938,1.132709264755249,0.9035000205039978,0.42292019724845886
1,0.8366041779518127,0.5784336924552917,0.9243333339691162,0.27875232696533203
0,0.7894166707992554,0.7700195908546448,0.9234166741371155,0.27992743253707886
1,0.9040833115577698,0.35547885298728943,0.9448333382606506,0.19504907727241516
0,0.7819583415985107,0.780693531036377,0.925166666507721,0.27612122893333435
1,0.9043541550636292,0.3544081747531891,0.9420833587646484,0.19905173778533936
0,0.7820624709129333,0.7817972302436829,0.9241666793823242,0.28055813908576965
1,0.9047083258628845,0.352955162525177,0.9426666498184204,0.19628755748271942
0,0.7865416407585144,0.7846294641494751,0.9269166588783264,0.2676355242729187
1,0.9056249856948853,0.3526420593261719,0.9423333406448364,0.1975078135728836
0,0.7790208458900452,0.805360734462738,0.9211666584014893,0.28647559881210327
1,0.9030208587646484,0.36441749334335327,0.9429166913032532,0.20005670189857483
0,0.7836250066757202,0.7829550504684448,0.9203333258628845,0.28453004360198975
1,0.9048958420753479,0.35475826263427734,0.9447500109672546,0.19921797513961792
0,0.09852083027362823,2.302558183670044,0.09950000047683716,2.3025946617126465
1,0.09852083027362823,2.302558183670044,0.09950000047683716,2.3025946617126465
0,0.8501874804496765,0.6126668453216553,0.9287499785423279,0.24926266074180603
1,0.9307500123977661,0.23940159380435944,0.9520000219345093,0.17151498794555664
0,0.8540416955947876,0.6100637316703796,0.9309166669845581,0.24927599728107452
1,0.9325624704360962,0.23681090772151947,0.9535833597183228,0.16647815704345703
0,0.8567708134651184,0.6000097393989563,0.9294166564941406,0.2519388496875763
1,0.9316458106040955,0.23867659270763397,0.9495833516120911,0.1762101650238037
0,0.8600208163261414,0.6034504175186157,0.9295833110809326,0.2506752610206604
1,0.9323541522026062,0.2344430387020111,0.9522500038146973,0.17161324620246887
0,0.8532291650772095,0.6156814098358154,0.9315833449363708,0.24708284437656403
1,0.932854175567627,0.23503737151622772,0.9517499804496765,0.17161454260349274
0,0.8517916798591614,0.6121552586555481,0.9334999918937683,0.25336605310440063
1,0.9306874871253967,0.23899146914482117,0.9505000114440918,0.17648710310459137
0,0.8575208187103271,0.600229799747467,0.9319999814033508,0.24726618826389313
1,0.9330833554267883,0.23161320388317108,0.9505833387374878,0.17155279219150543
0,0.8526250123977661,0.5925418138504028,0.9299166798591614,0.24712243676185608
1,0.9309999942779541,0.2360188215970993,0.9490833282470703,0.17584764957427979
0,0.8530833125114441,0.5999618768692017,0.9283333420753479,0.25040432810783386
1,0.9322708249092102,0.23531095683574677,0.9496666789054871,0.17431078851222992
0,0.8509374856948853,0.6062254905700684,0.9321666955947876,0.24625109136104584
1,0.9333958625793457,0.23484539985656738,0.953000009059906,0.17065992951393127
0,0.8520208597183228,0.5947328805923462,0.9282500147819519,0.2581692039966583
1,0.9341874718666077,0.23229224979877472,0.9503333568572998,0.1714172512292862
0,0.8528749942779541,0.6099255681037903,0.9309999942779541,0.253165066242218
1,0.9321874976158142,0.23754754662513733,0.9495000243186951,0.1753765046596527
0,0.8553749918937683,0.5954549312591553,0.9358333349227905,0.24139738082885742
1,0.934208333492279,0.2326144278049469,0.9543333053588867,0.165829136967659
0,0.46799999475479126,1.7733747959136963,0.7988333106040955,1.109584927558899
1,0.768791675567627,0.9685142636299133,0.8796666860580444,0.6427506804466248
0,0.8061666488647461,0.6035993695259094,0.9275000095367432,0.244691401720047
